;name;image;appearences;description
3394;Raoul;https://static.wikia.nocookie.net/marveldatabase/images/b/bf/Raoul_%28Earth-616%29_from_Silver_Surfer_Vol_6_3_0001.jpg/revision/latest?cb=20200914201433;Silver Surfer Vol 6 3;During the terraforming of the Chihuahuan Desert in a lush jungle by the High Evolutionary, a ground-to-ground missile was launched from the artillery vehicle led by Raoul, who said that he was not the one to launch it.[47]
3395;Raphael;https://static.wikia.nocookie.net/marveldatabase/images/8/87/Raphael_%28Earth-616%29_from_Daredevil_Vol_1_238_002.png/revision/latest?cb=20161224100719;Daredevil Vol 1 238;Raphael was the leader of a gang who occupied the Alley after the Morlocks were gone.[48]
3396;Raskalnikov;https://static.wikia.nocookie.net/marveldatabase/images/7/78/Raskalnikov_%28Earth-616%29_from_Wolverine_Patch_Vol_1_4_001.jpg/revision/latest?cb=20220730171322;Wolverine: Patch Vol 1 4;Captain Raskalnikov was in command of a group of Russian soldiers under the orders of Agent Tatiana Nemikova in Madripoor to retrieve some mutants who had escaped from a secret place in Russia to study them and use them as weapons. After they captured the mutants, Nemikova made arrangements with Raskalnikov to also eliminate their allies, Prince Baran and General Coy. He was killed by Logan when Raskalnikov was about to shoot the little mutant.[49]
3397;Rasko;https://static.wikia.nocookie.net/marveldatabase/images/b/b8/Rasko_%28Earth-616%29_from_Iron_Man_Vol_1_32_001.png/revision/latest?cb=20210715070439;Iron Man Vol 1 32;Rasko and Baldy Kolak were two escaped convicts who were eventually defeated by Iron Man the Mechanoid.[50]
3398;Rastor;https://static.wikia.nocookie.net/marveldatabase/images/e/ea/Rastor_%28Earth-616%29_from_Conan_the_Barbarian_Vol_1_156_001.png/revision/latest?cb=20130328202352;Conan the Barbarian Vol 1 156;Rastor was the brother of Count Tarcas Melphorr. Some years before Conan entered the count's manor, Rastor and Tarcas set out on one of their annual journeys of adventure and exploration, deep in the heart of a savage jungle, where they inadvertently uncovered a site that was still untouched and began to mine it for gems. After Rastor got sick of a deadly fever, the village shaman tried to help him, even leaving his own daughter to care for him. When, in his delirium, Rastor attacked and killed the girl, the shaman cursed him to be utterly dependent upon human flesh, slowly transforming into a subhuman monster, who dwelled in the catacomb underneath the house and fed upon unsuspecting travelers provided by Tarcas, until he was eventually killed by Conan.[51]
3399;Rat;https://static.wikia.nocookie.net/marveldatabase/images/c/cd/Rat_%28NYC%29_%28Earth-616%29_from_Spider-Man_Made_Men_Vol_1_1_001.png/revision/latest?cb=20140121222331;Spider-Man: Made Men Vol 1 1;Rat and Tommy Kavanagh saved the Kingpin from Hammerhead.[52]
3400;Ratzo;https://static.wikia.nocookie.net/marveldatabase/images/5/5e/Ratzo_%28Earth-616%29_from_Iron_Man_Vol_1_31_001.png/revision/latest?cb=20151106134249;Iron Man Vol 1 31;Ratzo was one of the Smashers who escorted Bullwhip Grogan to the Stark Industries factory on Lakani.[53]
3401;Raul;https://static.wikia.nocookie.net/marveldatabase/images/0/04/Raul_%28Earth-616%29_from_Marvel_Team-Up_Vol_1_63_0001.jpg/revision/latest?cb=20190131164822;Marvel Team-Up Vol 1 63;Raul was one of the Bushmaster's bodyguards, who couldn't stop Misty Knight from fleeing his yacht to warn Iron Fist.[54]
3402;Raul;https://static.wikia.nocookie.net/marveldatabase/images/9/99/Ra%C3%BAl_%28Earth-616%29_from_Wolverine_The_Amazing_Immortal_Man_%26_Other_Bloody_Tales_Vol_1_1_001.png/revision/latest?cb=20140410225542;Wolverine: The Amazing Immortal Man & Other Bloody Tales Vol 1 1;Raúl was the circus fire-eater.[55]
3403;Raven;https://static.wikia.nocookie.net/marveldatabase/images/b/b9/Mr._Raven_%28Earth-616%29_from_Fearless_Defenders_Vol_1_3_001.png/revision/latest?cb=20131203045708;Fearless Defenders Vol 1 1;"Mr. Raven was a mercenary in the service of Caroline Le Fay who opposed the Valkyrie's Defenders.[56]
He managed to capture Dani Moonstar and take her to Caroline.[57]
He and Caroline witnessed the assault of the Doom Maidens against the Defenders.[58]
He doubts the Doom Maiden's ability and offers to face the Defenders with his men, but is threatened by Caroline if he still questions her judgment.[59]
Caroline and Mr. Raven were convinced they had overpowered the Defenders, did not imagine how many allies Brunnhilde could count and he himself was defeated in the melee by Moonstar.[60]
Upon entering Caroline's office, he was scolded by her for not wanting to be disturbed as she selected new allies.[61]
He accompanies Zheng Bao Yu to Caroline's office.[62]
Following Caroline and her allies, she suffered the onslaught of the Defenders and were soundly defeated.[63]"
3404;Ravenette;https://static.wikia.nocookie.net/marveldatabase/images/6/6a/Ravenette_%28Earth-616%29_from_Crypt_of_Shadows_Vol_3_1_001.jpg/revision/latest?cb=20221021200124;Crypt of Shadows Vol 3 1;Ravenette was a girl who along with her partner Vince pinned a ghost in place to experiment on him until the ghost reacted and took over Ravenette. Brielle Brooks exorcised the ghost from Ravenette but discovered that the real victim was the ghost and feeling discovered Ravenette and Vince fled.[64]
3405;Ravina;https://static.wikia.nocookie.net/marveldatabase/images/c/cd/Mister_Ravina_%28Earth-616%29_from_Patsy_Walker%2C_A.K.A._Hellcat%21_Vol_1_3_001.jpg/revision/latest?cb=20170214185715;Patsy Walker, A.K.A. Hellcat! Vol 1 3;"Minor Appearances: Patsy Walker, A.K.A. Hellcat! #17
Mentioned: Patsy Walker, A.K.A. Hellcat! #9"
3406;Rawley;https://static.wikia.nocookie.net/marveldatabase/images/d/dd/Rawley_%28Earth-616%29_from_X-Force_Vol_6_21_0001.jpg/revision/latest?cb=20210710082134;X-Force Vol 6 21;Senator Rawley were a loud advocate for the medical advances brought about by the treaty with Krakoa. He was killed by his friend Marcia Colpepper while she was being controlled by telephloronic technology.[67]
3407;Ray;https://static.wikia.nocookie.net/marveldatabase/images/1/1a/Ray_%28Counter-Earth%29_%28Earth-616%29_from_Warlock_Vol_1_5_001.png/revision/latest?cb=20200914070725;Warlock Vol 1 5;Ray and Jerry warned Adam Warlock about a bomb test.[68]
3408;Ray;https://static.wikia.nocookie.net/marveldatabase/images/5/59/Ray_%28Doctor%29_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_121_001.png/revision/latest?cb=20200129052058;Amazing Spider-Man Vol 1 121;Ray was a doctor who had been a friend with Norman Osborn for many years.[69]
3409;Ray;https://static.wikia.nocookie.net/marveldatabase/images/2/27/Ray_%28Earth-616%29_from_Spider-Man_Made_Men_Vol_1_1_001.png/revision/latest?cb=20140121221813;Spider-Man: Made Men Vol 1 1;Ray was a fireman, and a friend of Paul Falcone and Tommy Kavanagh.[52]
3410;Ray;https://static.wikia.nocookie.net/marveldatabase/images/7/7d/Ray_%28Simon%29_%28Earth-616%29_from_Immortal_Iron_Fist_Orson_Randall_and_the_Death_Queen_of_California_Vol_1_1_001.png/revision/latest?cb=20140509182426;Immortal Iron Fist: Orson Randall and the Death Queen of California Vol 1 1;Ray was one of Adam Simon's bodyguards.[70]
3411;Ray;https://static.wikia.nocookie.net/marveldatabase/images/9/97/Ray_%28Chichen_Itza%29_%28Earth-616%29_from_Hulk_Vol_2_53_001.png/revision/latest?cb=20140827123759;Hulk Vol 2 53;Ray was a tourist that visited the Chichen Itza site.[71]
3412;Ray;https://static.wikia.nocookie.net/marveldatabase/images/b/b1/Ray_%28Only_Cake%29_%28Earth-616%29_from_Hulk_Vol_4_7_0001.jpg/revision/latest?cb=20171111002057;Hulk Vol 4 7;Ray was the assistant of Steve, the cameraman of the kitchen webshow Only Cake who, to make a lot of money, poured a mutogen compound into the cake prepared by the star of the program Oliver Constantin that turned it into a monstrous being, even though Ray was not completely 'agreement.[72]
3413;Rayner;https://static.wikia.nocookie.net/marveldatabase/images/0/0a/Rayner_%28Earth-616%29_from_Hawkeye_Kate_Bishop_Vol_1_5_001.jpg/revision/latest?cb=20220311183429;Hawkeye: Kate Bishop Vol 1 5;Mr. Rayner was Susan Bishop's chauffeur. He took the Bishop sisters in their car to the Bishop Manor after they fled the destruction of the Chapiteau Resort.[73]
3414;Rayshella;https://static.wikia.nocookie.net/marveldatabase/images/f/fb/Rayshella_%28Earth-616%29_from_Conan_the_Barbarian_Vol_1_155_001.png/revision/latest?cb=20130327130028;Conan the Barbarian Vol 1 155;Layla's younger sister, Rayshella was charmed by Conan and approached him out on the balcony, but she ran quickly back to her home as soon as Baron Vjerzak appeared down the street.[74]
3415;Razia;https://static.wikia.nocookie.net/marveldatabase/images/c/cf/Razia_%28Earth-616%29_from_Ms._Marvel_Beyond_the_Limit_Vol_1_1_001.jpg/revision/latest?cb=20211225210348;Ms. Marvel: Beyond the Limit Vol 1 1;Mentions: Ms. Marvel: Beyond the Limit #3
3416;Reaper;https://static.wikia.nocookie.net/marveldatabase/images/9/98/Reaper_%28The_Huns%29_%28Earth-616%29_from_Captain_America_Vol_1_259_0001.jpg/revision/latest?cb=20180116183311;Captain America Vol 1 259;Reaper was one of the members of The Huns, a biker gang based outside Saugerties in the New York state.[76]
3417;Rebecca;https://static.wikia.nocookie.net/marveldatabase/images/b/be/Rebecca_%28Earth-616%29_from_Iron_Man_Vol_3_13_001.png/revision/latest?cb=20131123132728;Iron Man Vol 3 13;Rebecca was one of Dr. Basel's controlled assistants at the Basel Stress Clinic.[77]
3418;Rebecca;https://static.wikia.nocookie.net/marveldatabase/images/b/bf/Rebecca_%28Tourist%29_%28Earth-616%29_from_Punisher_Vol_6_6_0001.jpg/revision/latest?cb=20171208140010;Punisher Vol 6 6;While visiting the Statue of Liberty under a heavy rain, Rebecca and her family were approached by a crazed Joseph Perrett, who after having massacred his family and a waitress in a diner, wandered around the city. Perrett released Rebecca and her family after Rebecca's mother sobered him a little making him look carefully at her children and the father of her children.[78]
3419;Rebecca;https://static.wikia.nocookie.net/marveldatabase/images/6/62/No_Image_Female.jpg/revision/latest?cb=20101028214210;Crypt of Shadows Vol 3 1;Rebecca was a friend of Brielle Brooks who on the eve of Halloween contacted her by phone telling her that he would promise her that she in the Little Red Riding Hood costume would have a wolf as her partner to go to the party.[64]
3420;Red;https://static.wikia.nocookie.net/marveldatabase/images/3/32/Reeder_%28Earth-616%29_from_Force_Works_Vol_1_13_001.png/revision/latest?cb=20220715152028;Force Works Vol 1 13;Reeder was one of the guards of the Vault, who was confronted by the escaping Starstealth.[84]
3421;Redondo;https://static.wikia.nocookie.net/marveldatabase/images/b/bd/Reese_%28Earth-616%29_from_X-Men_Vol_1_97_001.png/revision/latest?cb=20160207105412;X-Men Vol 1 97;Reese was a Starcore jet pilot who was saved from Havok's attack at JFK Airport by Nightcrawler.[85]
3422;Reed;https://static.wikia.nocookie.net/marveldatabase/images/f/f9/Reg_%28Scotland_Yard%29_%28Earth-616%29_from_Captain_America_Vol_1_253_001.png/revision/latest?cb=20140425194947;Captain America Vol 1 253;"Reg was a member of the Metropolitan Police Service who escorted Inspector Sweeney and Captain America tin the Tower of London.[86]
He agreed to look for Baron Blood around Falsworth Manor.[87]"
3423;Reed;https://static.wikia.nocookie.net/marveldatabase/images/7/7c/Reg_%28London%29_%28Earth-616%29_from_Excalibur_Vol_1_1_001.png/revision/latest?cb=20161205205915;Excalibur Vol 1 1;Reg was one of the hostage takers who were confronted and defeated by Excalibur.[88]
3424;Reed;https://static.wikia.nocookie.net/marveldatabase/images/6/63/Reg_%28Scotland%29_%28Earth-616%29_from_Wolverine_Vol_2_81_001.png/revision/latest?cb=20140112142148;Wolverine Vol 2 81;Reg and Daphne were attacked on their speedboat by Cyber.[89]
3425;Reeder;https://static.wikia.nocookie.net/marveldatabase/images/c/c9/Regan_%28Earth-616%29_from_Captain_America_Comics_Vol_1_1_0001.jpg/revision/latest?cb=20071212002108;Captain America Comics Vol 1 1;Police Commissioner of Coast City.[90]
3426;Reese;;Special:FilePath/Reggie (Earth-616) The Spectacular Spider-Man Vol 1 259 001.png;Reggie and Katie Mae were a pair of popular talk show hosts who interviewed Norman Osborn when he released his autobiography.[91]
3427;Reese;https://static.wikia.nocookie.net/marveldatabase/images/7/7d/Reggie_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_373_001.jpg/revision/latest?cb=20221113222742;Amazing Spider-Man Vol 1 373;Reggie was a security guard at a specialized containment facility tasked with guarding Venom who was being held behind a sound barrier. When his colleague Perkins tortured Venom, Reggie disagreed by regretting the torture and asking Eddie if he was okay. When Venom broke free, after killing Perkins, he left Reggie alive only making him pass out, because he had shown kindness to him.[92]
3428;Reese;https://static.wikia.nocookie.net/marveldatabase/images/8/89/Reggie_%28Paralegal%29_%28Earth-616%29_from_Daredevil_Vol_2_3_001.png/revision/latest?cb=20131118195717;Daredevil Vol 2 3;Reggie was Matt Murdock's paralegal at the Nelson and Murdock Law Office.[93]
3429;Reese;https://static.wikia.nocookie.net/marveldatabase/images/c/c9/Reggie_%28Broxton%29_%28Earth-616%29_from_Invincible_Iron_Man_Vol_2_25_001.png/revision/latest?cb=20140703105637;Invincible Iron Man Vol 2 25;Reggie alerted Tony Stark of Thor's arrival.[94]
3430;Reese;https://static.wikia.nocookie.net/marveldatabase/images/5/52/Reggie_%28Earth-616%29_from_X-Men_Vol_3_11_0001.jpg/revision/latest?cb=20201212170903;X-Men Vol 3 11;Charles Xavier met Reggie at a bar in a remote Kenyan crossroad town.[95]
3431;Reese;https://static.wikia.nocookie.net/marveldatabase/images/0/00/Reggie_%28Exchange%29_%28Earth-616%29_from_Punisher_Vol_9_6_001.png/revision/latest?cb=20140707065841;Punisher Vol 9 6;A member of the Exchange, Reggie was killed by the Punisher in North Creek.[96]
3432;Reese;https://static.wikia.nocookie.net/marveldatabase/images/e/e4/Reggie_%28Earth-616%29_from_Ghost_Rider_Kushala_Infinity_Comic_Vol_1_6_001.jpg/revision/latest?cb=20211112212357;Ghost Rider: Kushala Infinity Comic Vol 1 6;Reggie was the late lover of Olivia Obtera and the father of their daughter Heather Rae. Olivia, possessed by the spirit of her ancestor Kushala, traveled to the Fifth Dimension where she met her royal spirit who told her to save their little daughter from Dr. Doom's clutches.[97]
3433;Reese;https://static.wikia.nocookie.net/marveldatabase/images/5/5e/Reggie_%28Earth-616%29_from_Silk_Vol_4_1_001.jpg/revision/latest?cb=20220122183107;Silk Vol 4 1;Reggie helped influencer Lucas Young capture him with his smartphone during the foray into the museum where ancient Korean artifacts were on display.[98]
3434;Reg;;Special:FilePath/Regina (Earth-616) The Spectacular Spider-Man Annual Vol 1 9 001.png;Regina was a friend of Mary Jane Watson-Parker.[99]
3435;Regan;https://static.wikia.nocookie.net/marveldatabase/images/5/51/Reginald_%28Earth-616%29_from_Marvel_Feature_Vol_1_3_001.png/revision/latest?cb=20200304044344;Marvel Feature Vol 1 3;Inexplicably, Reginald couldn't stop watching the Astro-Nuts television program, featuring Xemnu.[100]
3436;Regan;https://static.wikia.nocookie.net/marveldatabase/images/e/ec/Reginald_%28Oracle%29_%28Earth-616%29_from_Namor_the_Sub-Mariner_Annual_Vol_1_1_001.png/revision/latest?cb=20170502203617;Namor the Sub-Mariner Annual Vol 1 1;Reginald was employed in the Oracle Inc. as Mr. McKenzie's chauffeur.[101]
3437;Reggie;https://static.wikia.nocookie.net/marveldatabase/images/0/04/Rei_%28Minoru%29_%28Earth-616%29_from_A-Force_Vol_2_2_001.jpg/revision/latest?cb=20180124075258;A-Force Vol 2 2;Rei was the cousin of Nico Minoru. During her wedding in Tokyo, Japan, Singularity teleported in with Medusa and She-Hulk in search of Nico. They were then quickly attacked by Antimatter.[102]
3438;Regina;https://static.wikia.nocookie.net/marveldatabase/images/2/20/Reich_%28Earth-616%29_from_Elektra_Assassin_Vol_1_1_001.png/revision/latest?cb=20130425181316;Elektra Assassin Vol 1 1;"United States Ambassador Reich in San Conception supported political leader Carlos Huevos, and went to his funeral when he was assassinated. Suspecting he was tainted by the stench of the Beast, Elektra broke into the embassy to kill him, but she was suddenly attacked and failed.[103]
Reich then met with United States presidential candidate Ken Wind and managed to transfer the Beast into him, before being killed by Elektra.[104]"
3439;Reginald;https://static.wikia.nocookie.net/marveldatabase/images/e/eb/Reilly_%28Earth-616%29_from_Punisher_War_Zone_Vol_1_23_001.png/revision/latest?cb=20161025153925;Punisher: War Zone Vol 1 23;Reilly was one of the many criminals who confronted the Punisher at the Manhattan Tower.[105]
3440;Rei;https://static.wikia.nocookie.net/marveldatabase/images/0/08/Reinholdt_%28Earth-616%29_from_Spider-Man_Funeral_for_an_Octopus_Vol_1_1_001.png/revision/latest?cb=20130815131707;Spider-Man: Funeral for an Octopus Vol 1 1;"Reinholdt requisitioned the computer files and equipment expropriated from Dr. Octopus' lab to let Moretti replicate Doctor Octopus' Tentacles.[106]
Reinholdt was then killed by the Sinister Six when they stormed the government top-secret facility to retrieve Dr. Octopus' legacy.[107]"
3441;Reich;https://static.wikia.nocookie.net/marveldatabase/images/2/29/Reis_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_202_001.png/revision/latest?cb=20210414045643;Amazing Spider-Man Vol 1 202;Reis was one of Lorenzo Jacobi's henchmen.[108]
3442;Reilly;https://static.wikia.nocookie.net/marveldatabase/images/2/27/Remmick_%28Earth-616%29_from_Red_She-Hulk_Vol_1_60_001.png/revision/latest?cb=20140906102848;Red She-Hulk Vol 1 60;Remmick was a Project Echelon-trained superhuman.[109]
3443;Reinholdt;https://static.wikia.nocookie.net/marveldatabase/images/6/6a/No_Image_Male.jpg/revision/latest?cb=20101028214136;Amazing Spider-Man Annual Vol 1 25;Renaldo was the doorman of the building where Nicholas Powell's apartment was located. Hearing a ringing at his door and waiting for no one, Powell assumed that Renaldo had brought in one of his many ladyfriends.[110]
3444;Reis;https://static.wikia.nocookie.net/marveldatabase/images/a/a1/Renard_%28Earth-616%29_from_Captain_America_Vol_1_410_0001.jpg/revision/latest?cb=20200623202122;Captain America Vol 1 409;Renard was a pilot who worked for the Red Skull. He piloted a modified helicopter that carried members of the Skeleton Crew who were unable to fly with their own vehicles..[111]
3445;Remmick;https://static.wikia.nocookie.net/marveldatabase/images/0/0a/Reynolds_%28Earth-616%29_from_Sensational_Spider-Man_Vol_1_0_001.png/revision/latest?cb=20130828070752;Sensational Spider-Man Vol 1 0;Reynolds was a security guard at the Neural Port Complex. During his night shift to video surveillance Reynolds noticed an alarm on the first perimeter defense screen and then sent his colleague Earl to check.[112]
3446;Remmick;https://static.wikia.nocookie.net/marveldatabase/images/b/b1/Mrs._Reynolds_%28Earth-616%29_from_Sentry_Fallen_Sun_Vol_1_1_001.png/revision/latest?cb=20140707071131;Sentry: Fallen Sun Vol 1 1;Sentry's mother was visited by Thor in her nursing home when Robert died.[113]
3447;Renaldo;https://static.wikia.nocookie.net/marveldatabase/images/e/e1/Rezek_%28Earth-616%29_from_Conan_the_Barbarian_Vol_1_166_001.png/revision/latest?cb=20130415205835;Conan the Barbarian Vol 1 166;Rezek and his partner chose Fafnir for the yearly challenge of champions, assuming the one-armed man would be no match for Gargantax, and thus no threat to Mort-Pointard's rule. Fafnir learned that he was picked for this reason, but his pride and his anger drove him to fight anyway.[114]
3448;Renard;https://static.wikia.nocookie.net/marveldatabase/images/0/0c/Reznor_%28Earth-616%29_from_Daredevil_Vol_2_44_001.png/revision/latest?cb=20140324134543;Daredevil Vol 2 44;Connecticut Detective Reznor arrested and interrogated Matt Murdock about the murder of Uri Rosenthal.[115]
3449;Reynolds;https://static.wikia.nocookie.net/marveldatabase/images/8/8b/Rhee_%28Earth-616%29_from_Journey_into_Mystery_Vol_1_516_0001.jpg/revision/latest?cb=20200627211216;Journey into Mystery Vol 1 516;Prof. Rheed was a scientist who produced the Wild Tiger drug for the Wild Tiger Mob and after seeing his colleague Prof. Chiang killed because he told Ling-Xiao that it took 5 hours for the production of the drug, he was terrified and she told him that the drug would be ready in 2 hours.[116]
3450;Rezek;https://static.wikia.nocookie.net/marveldatabase/images/5/59/Rhett_%28616%29_from_Knights_of_Pendragon_Vol_1_2_0001.jpg/revision/latest?cb=20200627213653;Knights of Pendragon Vol 1 2;Rhett worked for Jan Van Ocken in Tsavo, Kenya and was involved in poaching elephants.[117]
3451;Reznor;https://static.wikia.nocookie.net/marveldatabase/images/a/a1/Rhonda_%28Moon%27s_Hollow%29_%28Earth-616%29_from_Spider-Woman_Vol_5_7_001.jpg/revision/latest?cb=20180114112210;Spider-Woman Vol 5 7;Rhonda is Stiletto's former girlfriend, who moved to Moon's Hollow and was put in charge of the day care.[118]
3452;Rhee;https://static.wikia.nocookie.net/marveldatabase/images/a/a5/Ricardo_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_333_001.png/revision/latest?cb=20210604160614;Amazing Spider-Man Vol 1 333;Ricardo was one of Flash Thompson's boxing students.[119]
3453;Rhett;https://static.wikia.nocookie.net/marveldatabase/images/a/a5/Rich_%28Earth_616%29_from_Ms._Marvel_Special_Storyteller_1_1_page_15.jpg/revision/latest?cb=20121217001205;Ms. Marvel Special: Storyteller Vol 1 1;"A teenager who somehow became friends with Gavin, liking his powers to broadcast stories, making them real.[120]
He later came to be afraid of him, when Gavin abducted him for weeks, and forced him to play with him in the realities he created. Ms. Marvel finally saved him and gave him back to his parents.[121]"
3454;Rhonda;https://static.wikia.nocookie.net/marveldatabase/images/f/fe/Brother_Richard_%28Earth-616%29_from_Peter_Parker_Spider-Man_Vol_1_34_0001.jpg/revision/latest?cb=20170907142051;Peter Parker: Spider-Man Vol 1 34;"Brother Richard was a monk who lived in a monastery where a mutant orphan whose powers were detrimental to himself found refuge. When the mutant, now a man named Williams, fled the monastery, Brother Richard sought Spider-Man's help to save Williams, but despite the hero's intervention, William died anyway.[122]
A few days later, Brother Richard, aboard his Monkmobile, accepted a car challenge against the Mean Mimes, but his car paid the price.[123]"
3455;Rhonda;https://static.wikia.nocookie.net/marveldatabase/images/e/e5/Richard_%28Chichen_Itza%29_%28Earth-616%29_from_Hulk_Vol_2_53_001.png/revision/latest?cb=20140827124128;Hulk Vol 2 53;Richard was a tourist that visited the Chichen Itza site that was consumed by Ixchel.[71]
3456;Ricardo;https://static.wikia.nocookie.net/marveldatabase/images/6/69/Richie_from_Mighty_Thor_Vol_1_409.jpg/revision/latest?cb=20110419171107;Mighty Thor Vol 1 409;Richie and his partner Georgie were two burglars provided hi-tech equipment by Doctor Doom, as part of an elaborate ruse to steal Mjolnir.[124]
3457;Ricardo;https://static.wikia.nocookie.net/marveldatabase/images/3/33/Richie_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_536_001.png/revision/latest?cb=20140504180631;Amazing Spider-Man Vol 1 536;Richie was a hot dog vendor who witnessed Spider-Man fighting against Iron Man.[125]
3458;Ricardo;https://static.wikia.nocookie.net/marveldatabase/images/8/85/Richie_%28Thief%29_%28Earth-616%29_from_Daredevil_Vol_1_508_001.png/revision/latest?cb=20140721204001;Daredevil Vol 1 508;Richie was a thief who was confronted and knocked out by Daredevil.[126]
3459;Rich;https://static.wikia.nocookie.net/marveldatabase/images/c/cc/Rick_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_142_001.png/revision/latest?cb=20130602213926;Uncanny X-Men Vol 1 142;Rick was a journalist who witnessed the X-Men battle the Brotherhood of Evil Mutants out of the Capitol Building.[127]
3460;Rich;https://static.wikia.nocookie.net/marveldatabase/images/e/e5/Rick_%28Los_Angeles%29_%28Earth-616%29_from_West_Coast_Avengers_Vol_1_3_001.jpg/revision/latest?cb=20170212220806;West Coast Avengers Vol 1 3;Rick was of the looters arrested by the West Coast Avengers.[128]
3461;Rich;https://static.wikia.nocookie.net/marveldatabase/images/3/39/Rick_%28Manager%29_%28Earth-616%29_from_Avengers_Academy_Vol_1_5_001.png/revision/latest?cb=20160124222016;Avengers Academy Vol 1 5;Mentioned: Avengers Academy #23
3462;Rich;https://static.wikia.nocookie.net/marveldatabase/images/6/63/Rick_%28Broxton%29_%28Earth-616%29_from_Fear_Itself_Vol_1_1_001.png/revision/latest?cb=20160625084742;Fear Itself Vol 1 1;"Rick was Bill's former neighbor.[130]
He was among the citizens who witnessed Thor leave Broxton.[131]
Rick later saw Fortress Null approaching Broxton.[132]
Rick helped Captain America in the defence of Broxton.[133]"
3463;Richard;https://static.wikia.nocookie.net/marveldatabase/images/1/17/Ricky_%28Podunk_Slam%29_%28Earth-616%29_from_Marvel_Fanfare_Vol_1_38_0001.jpg/revision/latest?cb=20180302180928;Marvel Fanfare Vol 1 38;An old man to whom the Mask of Death by Koala Mumba guaranteed youth along with four other men to the detriment of various teenagers without their knowledge. They were forced to become members of the very successful boy-band among the teenagers of the Podunk Slam by Mr. Appletree, the one who had made them rejuvenate using the mask. But when Moon Knight showed them what was happening to their fans, they all gave up their success and youth by destroying the mask.[134]
3464;Richard;https://static.wikia.nocookie.net/marveldatabase/images/0/03/Ricky_%28Earth-616%29_from_New_Excalibur_Vol_1_24.png/revision/latest?cb=20120928021407;New Excalibur Vol 1 24;"Ricky was a British mutant who was depowered by the Decimation and he accepted Albion's offer to become one of his Shadow-Captains in exchange for power.
During the all-out melee between Excalibur and their allies and Albion's forces, Ricky tried to attack Shadow Iceman with his sword, and soon found his sword arm and them his entire body frozen solid for his efforts. Shadow Iceman then shattered and killed Ricky.[135]"
3465;Richard;https://static.wikia.nocookie.net/marveldatabase/images/f/fb/Big_Ricky_%28Earth-616%29_from_Venom_Dark_Origin_Vol_1_5_001.png/revision/latest?cb=20140603205321;Venom: Dark Origin Vol 1 5;Big Ricky was a Regency Limo driver who was killed by Venom.[136]
3466;Richie;https://static.wikia.nocookie.net/marveldatabase/images/3/33/Rico_%28Earth-616%29_from_Vampire_Tales_Vol_1_8_0001.jpg/revision/latest?cb=20180824091403;Vampire Tales Vol 1 8;He met Bernardo Latta just out of prison outside a bar in the village and asked him for some money in memory of his friendship with his father but Bernardo dismissed him in a bad way.[137]
3467;Richie;https://static.wikia.nocookie.net/marveldatabase/images/f/f5/Rico_%28Gipsy%29_%28Earth-616%29_from_Amazing_High_Adventure_Vol_1_2_0001.jpg/revision/latest?cb=20180823211641;Amazing High Adventure Vol 1 2;Rico was a Gypsy boy whose sister read the hand of a French officer of the Napoleonic army, but when the officer tried to take advantage of the girl a fight broke out where the uncle of the two boys was killed and to prevent the officer from attacking his sister he threw himself at him, wounding him slightly on the hand but severing the life-line so that the officer died instantly.[138]
3468;Richie;https://static.wikia.nocookie.net/marveldatabase/images/0/0e/Rico_%28Mobster%29_%28Earth-616%29_from_Daredevil_Vol_1_299_0001.jpg/revision/latest?cb=20180823170322;Daredevil Vol 1 299;Rico was a gangster who belonged to the Salvatore Buchetto family and was among those who witnessed the masterful performance of Matt Murdock with billiards.[139]
3469;Richie;https://static.wikia.nocookie.net/marveldatabase/images/2/21/Rico_%28Silvereye%29_%28Earth-616%29_from_Blade_Vampire_Hunter_Vol_1_1_0001.jpg/revision/latest?cb=20180823174559;Blade: Vampire Hunter Vol 1 1;Rico was a member of Silverfang, Silvereye's elite assault force, trained and equipped to tackle and eliminate the vampire problem.[140]
3470;Richie;https://static.wikia.nocookie.net/marveldatabase/images/a/aa/Rico_%28Earth-616%29_from_X-Men_Unlimited_Vol_1_32_001.png/revision/latest?cb=20130604173402;X-Men Unlimited Vol 1 32;"Rico was a gang member who wanted to take revenge on Thomas for stealing his Colombian shipment; he chased him into a church, but he was caught and defeated by Nightcrawler.[141]"
3471;Richie;https://static.wikia.nocookie.net/marveldatabase/images/8/83/Rico_%28Earth-616%29_from_Peter_Parker_Spider-Man_Vol_1_43_0001.jpg/revision/latest?cb=20180823214625;Peter Parker: Spider-Man Vol 1 43;Rico was a singer who was called for the Spring Break festivals where Spider-Man also took part.[142]
3472;Richie;https://static.wikia.nocookie.net/marveldatabase/images/7/7c/Rico_%28Earth-616%29_from_Amazing_Spider-Man_Extra%21_Vol_1_1_0001.jpg/revision/latest?cb=20180824094719;Spider-Man: Brand New Day — Extra! Vol 1 1;Rico was a boy who knew Joseph as a young man and bullied him insulting him with the name of Hammerhead but was himself the first victim of Joseph a few years later.[143]
