;name;image;appearences;description
507;Buddha;https://static.wikia.nocookie.net/marveldatabase/images/4/41/Buddha_%28Earth-616%29_from_Spider-Man_The_Final_Adventure_Vol_1_2_001.png/revision/latest?cb=20170128055950;Spider-Man: The Final Adventure Vol 1 2;Buddha was one of Veronica's cameramen.[313]
508;Buddy;https://static.wikia.nocookie.net/marveldatabase/images/a/aa/Buddy_%28Earth-616%29_from_X-Men_Annual_Vol_1_14_0001.jpg/revision/latest?cb=20200218185118;X-Men Annual Vol 1 14;Buddy served a burger to Rachel Summers, right before three armed men entered and told everyone to hand over their money. Rachel ignored them and then finally used her powers to turn their guns into scrap-metal.[314]
509;Buddy;https://static.wikia.nocookie.net/marveldatabase/images/4/42/Buddy_%28Earth-616%29_from_Marvels_Snapshots_Avengers_Vol_1_1_0001.jpg/revision/latest?cb=20201119185138;Marvels Snapshots: Avengers Vol 1 1;"Buddy was Eve's dog. When Kerry met Buddy and Eve she greeted buddy and told Eve to take off her heels and go for a run with Buddy.
[315]"
510;Buddy;https://static.wikia.nocookie.net/marveldatabase/images/3/31/Buddy_%28Earth-616%29_from_Extreme_Carnage-_Riot_Vol_1_1_001.jpg/revision/latest?cb=20210828091016;Extreme Carnage: Riot Vol 1 1;Buddy was Senator Krane's dog. During a meeting in Washington, D.C., Senator Krane asked his security guard Hank to stay outside with Buddy.[316]
511;Buehller;https://static.wikia.nocookie.net/marveldatabase/images/a/a8/Buehller_%28Earth-616%29_from_Captain_America_Vol_1_391_0001.jpg/revision/latest?cb=20200621104937;Captain America Vol 1 391;Mr. Buehller was the defense attorney assigned to Red Skull in the trial brought against him for his war crimes.[317]
512;Buggles;https://static.wikia.nocookie.net/marveldatabase/images/3/30/Buggles_from_Patsy_Walker_Vol_1_87_0001.jpg/revision/latest?cb=20190108202226;Patsy Walker Vol 1 29;Buggles is the one of the housekeepers/cooks to Hedy Wolfe and her family.[318][319]
513;Bule;https://static.wikia.nocookie.net/marveldatabase/images/1/15/Bule_%28Earth-616%29_from_U.S.Agent_Vol_2_2_0001.jpg/revision/latest?cb=20201226095714;U.S.Agent Vol 2 2;Bule is a boy from Ephraim who, together with his friends, woke Morrie Watanabe while he was sleeping in his car using a real gun, even if it was unloaded.[320]
514;Bull;https://static.wikia.nocookie.net/marveldatabase/images/0/0d/Bull_%28Earth-616%29_from_Spider-Island_I_Love_New_York_City_Vol_1_1_001.jpg/revision/latest?cb=20221008164150;Spider-Island: I Love New York City Vol 1 1;Bull was in charge of three other criminals, after being infected by the Spider-Virus and having acquired powers similar to those of Spider-Man, disguised as Spider-Men, they robbed a bank killing various hostages until the Punisher intervened who first eliminated one of the criminals who made the stake during the robbery after which using his disguise eliminated Bull and the other two gang members.[321]
515;Bullfinch;https://static.wikia.nocookie.net/marveldatabase/images/e/e7/Bullfinch_%28Earth-616%29_from_Wolverine_Bloody_Choices_Vol_1_1_001.gif/revision/latest?cb=20130427205947;Wolverine: Bloody Choices Vol 1 1;Mr. Bullfinch was a drug dealer and a pedophile. When he was cornered he tried to find an agreement with Nick Fury that in exchange for his immunity he would reveal the names of those with whom he traded in drugs, but despite everything he was killed by Wolverine.[322]
516;Bullwinkle;https://static.wikia.nocookie.net/marveldatabase/images/7/78/Bullwinkle_%28Earth-616%29_from_Thor_Vol_2_3_001.png/revision/latest?cb=20170423133830;Thor Vol 2 3;Bullwinkle was one of the explorers who were crushed by a sea monster after discovering an ancient Viking dragonship.[323]
517;Bunk;https://static.wikia.nocookie.net/marveldatabase/images/b/be/Bunk_%28Earth-616%29_from_Ghost_Rider_Kushala_Infinity_Comic_Vol_1_1_001.jpg/revision/latest?cb=20211022164509;Ghost Rider: Kushala Infinity Comic Vol 1 1;Mentions: Ghost Rider: Kushala Infinity Comic #2, Ghost Rider: Kushala Infinity Comic #4
518;Bunky;https://static.wikia.nocookie.net/marveldatabase/images/e/e1/Bunky_%28Earth-616%29_from_Deadpool_Suicide_Kings_Vol_1_2_001.png/revision/latest?cb=20160317102641;Deadpool: Suicide Kings Vol 1 2;Bunky was a former employee of Tombstone who was fed to his ghetto pigs for skimming off the top.[326]
519;Burdick;https://static.wikia.nocookie.net/marveldatabase/images/1/18/Burdick_%28Earth-616%29_from_Amazing_Spider-Man_Vol_5_76_001.jpg/revision/latest?cb=20211014172256;Amazing Spider-Man Vol 5 76;Minor Appearances: Amazing Spider-Man (Vol. 5) #80
520;Burke;https://static.wikia.nocookie.net/marveldatabase/images/d/d5/Burke_%28Earth-616%29_from_Captain_Marvel_Vol_1_9_001.png/revision/latest?cb=20191104100632;Captain Marvel Vol 1 9;Burke was an police officer sent to the Logan's Woods to investigate the disturbances.[329]
521;Burke;https://static.wikia.nocookie.net/marveldatabase/images/b/b9/Burke_from_Kingpin_Vol_2_4_0001.jpg/revision/latest?cb=20181226113641;Kingpin Vol 2 4;Burke was killed for informing Portia Clennon of her former husband's meeting with the Kingpin.[142]
522;Burke;https://static.wikia.nocookie.net/marveldatabase/images/2/22/Burke_%28Earth-616%29_from_Indestructible_Hulk_Vol_1_3_001.png/revision/latest?cb=20140908073056;Indestructible Hulk Vol 1 3;Professor Burke was the last of the original crew trained to operate the Quintronic Man.[330]
523;Burnatt;https://static.wikia.nocookie.net/marveldatabase/images/7/7f/Burnatt_%28Earth-616%29_from_Speedball_Vol_1_1_0001.jpg/revision/latest?cb=20190922103546;Speedball Vol 1 1;"Agent Burnatt of the Springdale Police surprised three winos fleeing into the park not knowing they had attempted to rob Robbie Baldwin.[331]
Agent Burnatt consoles Robbie for making fun of him from his schoolmates because of the situation in which his parents found themselves involved.[332]
Burnatt was on patrol in Hammond Park in the period that the Two-Legged Rat was hunting for cats and during the clash between the criminal and Speedball there was little that Burnatt was not hit by the two-legged Rat rifle.[333]
Burnatt was on guard at the park during the charity fundraiser whose money collected was robbed by Bonehead and he himself recovered the stolen goods after Bonehead and his gang were defeated by Speedball.[334]"
524;Burroughs;https://static.wikia.nocookie.net/marveldatabase/images/2/20/Burroughs_%28Earth-616%29_from_Spider-Man_Vol_1_29_001.png/revision/latest?cb=20130912184148;Spider-Man Vol 1 29;Dr. Burroughs let Dr. Hope continue his experiments in the secret Mad Dog ward at the City Hospital.[335]
525;Burt;https://static.wikia.nocookie.net/marveldatabase/images/d/dc/Burt_%28Earth-616%29_from_Amazing_Adventures_Vol_2_7_001.png/revision/latest?cb=20140310231851;Amazing Adventures Vol 2 7;Burt was a bodybuilder who witnessed the Inhumans landing on a private beach.[336]
526;Burt;https://static.wikia.nocookie.net/marveldatabase/images/9/9d/Burt_%28Earth-616%29_from_Dark_Reign_New_Nation_Vol_1_1_001.png/revision/latest?cb=20160503205937;Dark Reign: New Nation Vol 1 1;Burt was a farmer from Roundup, Montana, whose cows were actually disguised Skrulls. He and Carl were saved by Ryder.[337]
527;Burt;https://static.wikia.nocookie.net/marveldatabase/images/0/05/Burt_from_Savage_Wolverine_Vol_1_17_0001.jpg/revision/latest?cb=20181210010606;Savage Wolverine Vol 1 17;Burt welcomed the surviving sons of his wife's sister onto his ranch, accompanied by Logan on the run from two criminals. The two criminals later identified Burt's ranch and killed him.[338]
528;Buster;https://static.wikia.nocookie.net/marveldatabase/images/9/9a/Buster_%28Earth-616%29_from_Blaze_Vol_1_7_0001.jpg/revision/latest?cb=20160829150240;Blaze Vol 1 7;Buster was the Quentin Carnival cashier and was killed during a robbery by Tex.[339]
529;Butch;https://static.wikia.nocookie.net/marveldatabase/images/9/9f/Butch_%28Earth-616%29_from_Marvel_Mystery_Comics_Vol_1_4_001.jpg/revision/latest?cb=20200411050052;Marvel Mystery Comics Vol 1 4;"The past of the man-monster known as Butch is unknown. He was found by a mobster named Brink and brought to his employer, mob leader Rickie. When Rickie refused to employ Butch, Brink decided to take control of Rickie's gang and ordered Butch to kill Rickie. With the gang under his control, Brink sent Butch out to terrorize the city, causing massive amounts of property damage, loss of life, and large thefts in the millions. Local law enforcement proved powerless against this monster.
The creature's rampages attracted the attention of the Angel who frightened Butch with his superior fighting prowess sending the monster fleeing back to his employer. That lead the Angel and the police to their location. As the police nabbed Brink and his gang, the Angel clashed with Butch, tricking the creature into ramming through a wall and falling down five stories. The impact shattered the pavement down to the subway below, apparently killing Butch.[340]"
530;Butch;https://static.wikia.nocookie.net/marveldatabase/images/e/e5/Butch_%28Earth-616%29_Mystic_Comics_Vol_1_1.jpg/revision/latest?cb=20220730033834;Mystic Comics Vol 1 1;Butch was one of grave robbers hired by Dr. Maluski to rob corpses for his experiments.
531;Butch;https://static.wikia.nocookie.net/marveldatabase/images/a/ac/Butch_%28Earth-616%29_Marvel_Mystery_Comics_Vol_1_22.jpg/revision/latest?cb=20151102164106;Marvel Mystery Comics Vol 1 22;Butch was a mover of Verners Moving of Salt Lake City who cared to download a very heavy load of equipment that Herr Krauss' ring of Nazi spies had stolen to Namor.[342]
532;Buzz;https://static.wikia.nocookie.net/marveldatabase/images/c/c7/Buzz_%28Earth-616%29_from_Captain_America_Vol_1_388_0001.jpg/revision/latest?cb=20200621094726;Captain America Vol 1 388;Buzz was one of the best Taskmaster students and was hired with others for a sparring partner session dressed as Captain America. The opponent turned out to be the Red Skull who killed Buzz and the other sparring partners in an extremely simple way.[261]
533;Buzz;https://static.wikia.nocookie.net/marveldatabase/images/d/d8/Buzz_%28Sentry%29_%28Earth-616%29_from_Sentry_Vol_2_5_001.png/revision/latest?cb=20161110091235;Sentry Vol 2 5;Buzz was a teenage friend of Robert Reynolds and Lindy Lee.[343]
534;Buzzy;https://static.wikia.nocookie.net/marveldatabase/images/1/16/Buzzy_%28Earth-616%29_from_Punisher_Meets_Archie_Vol_1_1_0001.jpg/revision/latest?cb=20151125004900;Punisher Meets Archie Vol 1 1;Buzzy was a member of the rival gang of Red Fever who kidnapped Archie Andrews thinking he was their rival criminal due to their resemblance, and together with the other gang members came up against with the Punisher.[165]
535;C.J.;https://static.wikia.nocookie.net/marveldatabase/images/0/08/C.J._%28Earth-616%29_from_Captain_America_Vol_9_21_0001.jpg/revision/latest?cb=20200805212713;Captain America Vol 9 21;C.J. he was one of the men belonging to the apparently bucolic covenant created by Selene in the small town of Adamsville in Ohio. He met Alvin Watts who accompanied Steve Rogers and Sam Wilson, disguised with an image inducer, at the weekly meeting chaired by Selene and greeted him by calling him Brother Al and Watts responded to the greeting by calling him Brother C.J.[1]
536;Cabbie;https://static.wikia.nocookie.net/marveldatabase/images/a/a3/Cabbie_%28Earth-616%29_from_Tales_of_the_Marvel_Universe_Vol_1_1_001.png/revision/latest?cb=20131020162907;Fantastic Four Vol 1 1;"Cabbie was a taxi driver driving around town one day, trying to find a fare, unaware that the Invisible Girl was in his taxi with him. While he was stopped near the Baxter Building, she got out and tried to pay him, still invisible. The surprised cab driver then panicked and took off.[2]
A few years later, he recounted this run-in while taking Alicia Masters to the Baxter Building.[3]
Most recently, Cabbie was seen at a bar on Tenth Avenue, again retelling his chance encounter while the bar patrons were toasting the passing of the Fantastic Four, among many other super-heroes, during the recent Onslaught event. He then watched news footage of a new, potential replacement super-team, the Thunderbolts, in battle with the incredible Hulk, and expressed misgivings, pointing out Citizen V's use of a sword over Captain America's shield.[4]"
537;Cabot;https://static.wikia.nocookie.net/marveldatabase/images/7/7e/Cabot_%28Earth-616%29_from_X-Men_Legacy_Vol_1_210_0001.jpg/revision/latest?cb=20190424231446;X-Men: Legacy Vol 1 210;Ms. Cabot was a member of the Hellfire Club who during a dinner at the Manhattan headquarters discussed the virtue with Roberto Da Costa.[5]
538;Caesar;https://static.wikia.nocookie.net/marveldatabase/images/a/ad/Caesar_%28Earth-616%29_from_Uncanny_Tales_Vol_1_1_0001.jpg/revision/latest?cb=20190527004658;Uncanny Tales Vol 1 1;Casesar was the favourite pet rat of two sisters, Agnes and Laura, who was visited by Mr. Cotton after receiving complaints about the smell and filth of the house. He threatened to call an exterminator on the rats and attempted to kill Caesar, who attacked and bit him back. Mr. Cotton killed Caesar.[6]
539;Caesar;https://static.wikia.nocookie.net/marveldatabase/images/8/8d/Caesar_%28Wuggens%29_%28Earth-616%29_from_Excalibur_Vol_1_3_001.png/revision/latest?cb=20191224011120;Excalibur Vol 1 3;Caesar was a member of Wicked Wally Wuggens' gang who was confronted and defeated by Excalibur after trying to escape from Crossmoor Prison.[7]
540;Caffe;https://static.wikia.nocookie.net/marveldatabase/images/6/60/Caffe_%28Earth-616%29_from_X-Men_Children_of_the_Atom_Vol_1_3_001.png/revision/latest?cb=20160615093106;X-Men: Children of the Atom Vol 1 3;A member of Jack Winters' gang, Caffe was knocked out by Professor X.[8]
541;Cahill;https://static.wikia.nocookie.net/marveldatabase/images/4/44/Dr._Cahill_%28Earth-616%29_from_Alpha_Flight_Vol_1_106_001.png/revision/latest?cb=20160910084844;Alpha Flight Vol 1 106;Dr. Cahill ffrom the Toronto General Hospital reported to Northstar that Joanne Beaubier had AIDS.[9]
542;Cal;https://static.wikia.nocookie.net/marveldatabase/images/6/64/Cal_%28Earth-616%29_from_Venom_Vol_5_7_001.jpg/revision/latest?cb=20220416201734;Venom Vol 5 7;Cal was one of the now elderly members of the Renegades biker gang. When the leader of the Hell Hounds gang, Len, threatened Jake Yahkin, the leader of the Renegades, Cal was about to respond by drawing a weapon but jake stopped him saying that he had already seen too much blood in a lifetime. Cal, along with the other members of the renegades perished in the ensuing firefight following the death of Jake killed by Len with a gunshot.[10]
543;Calderon;https://static.wikia.nocookie.net/marveldatabase/images/5/5c/Mr._Calderon_%28Earth-616%29_from_Falcon_Vol_1_1_001.png/revision/latest?cb=20220711203312;Falcon Vol 1 1;His daughter Lucia was attacked by a Harlem boy, and thanks to Falcon's intervention she was saved and the boy captured. At that point Falcon told Mr. Calderon that the boy was drunk and that he was not actually a bad boy and even though he had no excuses he asked him if he had been a bit soothing towards him. Calderon replied that since he was a good person he would consider it, which in fact he then did in front of the judge by withdrawing the complaint against the boy.[11]
544;Califore;https://static.wikia.nocookie.net/marveldatabase/images/9/92/Califore_%28Earth-616%29_from_Daredevil_Vol_2_6_001.png/revision/latest?cb=20131118215112;Daredevil Vol 2 6;Mr. Califore was the doorman of the building that served as Mysterio's headquarters while he posed as Nicolas Macabes. Califore was ordered to kill Daredevil as he entered the building, but he was easily knocked out by Daredevil's Billy Club.[12]
545;Calleja;https://static.wikia.nocookie.net/marveldatabase/images/8/83/Calleja_%28Earth-616%29_from_Spirits_of_Vengeance_Vol_1_22_0001.jpg/revision/latest?cb=20160925223440;Ghost Rider/Blaze: Spirits of Vengeance Vol 1 22;Ms. Calleja was the receptionist at the Children Inc. building in Manhattan.[13]
546;Calnor;https://static.wikia.nocookie.net/marveldatabase/images/1/16/Calnor_%28Earth-616%29_from_Kull_the_Conqueror_Vol_3_2_001.png/revision/latest?cb=20130421150123;Kull the Conqueror Vol 3 2;Calnor was Talena's father, who was arranging her marriage with Kull when his daughter told him Gallus was fatally bleeding out in the royal garden.[14]
